date,rh,es,H,sw_out,sw_in,vpd,t_dew,vp,Rn,theta_1,wd,lw_in,t_avg,G,lw_out,LE,ws,t_min,t_max,Rn_subday_gaps,G_subday_gaps,H_subday_gaps,ppt,LE_subday_gaps,ASCE_ETo,rso,flux,energy,ebc_cf,ebr_5day_clim,flux_corr,LE_corr,ebr_corr,ebr,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val
2014-01-11,81.37270562500002,0.5016343703273601,3.3410907291666683,,48.939072055249994,,,,,,256.95753941666663,,-2.7674754979166667,,,2.572190552083333,,-6.785056,-0.9400068,,,,,,,102.32596643373371,5.9132812812500015,,1.3329575738834751,0.7502114242740469,7.88215307034557,3.428620877870996,0.7502114242740469,,4.453532192474573,0.0886278163505221,0.11813711906118213,1.0,0.6,0.0,0.19689519843530354,0.1749110816244481,0.10494664897466886,False,
2014-01-12,70.72675708333334,0.668515981210692,-10.073042156250002,,59.80473273793748,,,,,,196.60045320833333,,0.8945123881250002,,,2.23247025,,-6.586772,4.755719,,,,,,,103.20065755957806,-7.840571906250003,,1.3342770484204916,0.7494695357188325,-10.461495140999881,2.978733815856557,0.7494695357188325,,-13.440228956856437,0.07718850354958699,0.10299084868813756,1.9,1.1,0.0,0.09362804426194324,0.16769089066208476,0.18445997972829328,False,
2014-01-13,70.59288395833333,0.5386141070612539,9.255960802083333,,102.7843942475,,,,,,234.17261158333332,,-1.7923551666666666,,,2.5845151145833336,,-5.893571,1.543099,,,,,,,104.11393187915613,11.840475916666666,,1.3138038519223671,0.7611486284933576,15.556062867910686,3.3955459128911607,0.7611486284933576,,12.160516955019526,0.08913431096788145,0.11710500108804875,0.8,0.5,5.0,0.2342100021760975,0.26955773526700233,0.13477886763350114,False,
2014-01-14,73.62404104166664,0.3805687668231705,,,61.537975140041674,,,,,,275.00031108333343,,-6.657129291666666,,,,,-13.39606,-2.138389,,,,,,,105.06565746818634,,,1.2857188246286757,0.777775032024445,,0.8281262575639727,0.777775032024445,,,,0.02842993270319048,0.1,0.1,1.4,,0.28429932703190475,0.02842993270319048,True,0.02842993270319048
2014-01-15,69.79734750000001,0.24891502518717654,7.823478104166663,,85.10606781416669,,,,,,221.883148375,,-12.69093197916667,,,3.397442479166666,,-22.99445,-4.407352,,,,,,,106.05569105078102,11.22092058333333,,1.2591081101635695,0.7942129765728306,14.128352109976325,4.277747379332974,0.7942129765728306,,9.85060473064335,0.11597917334995488,0.1460303177749947,1.6,1.0,1.2,0.1460303177749947,0.301780152751225,0.301780152751225,False,
2014-01-16,64.4503945833333,0.4030510348808829,2.044764083333336,,74.26039927250002,,,,,,287.48834575000006,,-6.753945435416665,,,11.132789322916668,,-13.76837,1.385595,,,,,,,107.08387749123423,13.177553406250002,,1.2401065319872342,0.806382334264081,16.341570054701258,13.805844758586694,0.806382334264081,,2.5357252961145593,0.3821587640710447,0.4739175795806708,1.1,0.7,0.0,0.6770251136866726,0.2993088828471419,0.20951621799299933,False,
2014-01-17,63.43067604166666,0.1992159774076732,14.644441635416667,,111.018670114375,,,,,,252.84021929166667,,-14.637527499999996,,,3.4444375104166665,,-18.66643,-10.50109,,,,,,,108.15004929250448,18.08887914583333,,1.2200947521320504,0.8196084756962959,22.070146517782145,4.2025401305061605,0.8196084756962959,,17.86760638727598,0.1173703223395784,0.14320291434256674,0.7,0.4,6.2000003,0.3580072858564169,0.315583603014903,0.12623344120596122,False,
2014-01-18,74.37155770833334,0.29135537778440124,,,73.46855130024998,,,,,,140.83738635416668,,-9.904183979166664,,,,,-14.0935,-5.419537999999998,,,,,,,109.25402610371786,,,1.1977630542794773,0.8348896690602609,,7.376427112702759,0.8348896690602609,,,,0.25246688241192244,1.4,0.8,0.0,,0.315583603014903,0.25246688241192244,True,0.25246688241192244
2014-01-19,66.20904812500001,0.5969898151298701,-7.939478979166667,,101.21410137145833,,,,,,262.37907516666667,,-0.6340525625,,,2.612646083333334,,-8.204178,3.370423,,,,,,,110.39561423894993,-5.326832895833333,,1.1712832740863752,0.8537644326732322,-6.239230274742676,3.060148658515613,0.8537644326732322,,-9.299378933258287,0.09020295399809873,0.10565321129115576,2.1000001,1.3000001,0.0,0.08127169474152791,0.613247506833502,0.7972218202083035,False,
2014-01-20,62.77681979166668,0.34229950682569193,,,59.701380212104176,,,,,,266.496389,,-8.897952250000003,,,,,-19.26253,-1.027775,,,,,,,111.57460620946608,,,1.1528222975454567,0.8674363795089323,,1.3357218715292314,0.8674363795089323,,,,0.04575971476448276,0.2,0.1,0.0,,0.4575971476448276,0.04575971476448276,True,0.04575971476448276
2014-01-21,60.67113999999999,0.1192155255382456,,,83.48265040647915,,,,,,216.67650483333333,,-21.24861979166666,,,,,-29.56208,-14.04649,,,,,,,112.79078027151951,,,1.1247933717031309,0.8890521807448312,,4.347560249582162,0.8890521807448312,,,,0.14723813047228934,0.4,0.3,0.6,,0.4907937682409645,0.14723813047228934,True,0.14723813047228934
2014-01-22,58.040492500000006,0.17270431916564774,4.973343708333334,,98.53439672420835,,,,,,302.07547108333324,,-16.391448333333333,,,3.5899410000000005,,-21.51894,-13.24799,,,,,,,114.04389999171026,8.563284708333335,,1.0944874319136944,0.9136696967378743,9.37240748916956,3.92914530581168,0.9136696967378743,,5.44326218335788,0.12212894310830195,0.13366859330493908,0.1,0.1,0.0,1.3366859330493908,0.4907937682409645,0.04907937682409645,False,
